nom|prix|etoile|avis
Le Clos Bourguignon|2|4|Grâce à Yelp je me laisse tenter par ce petit restaurant pour dejeuner.La salle est petite mais on nous trouve 2 places facilement. Le service est speed mais toujours aimable et souriant du début à la fin.Dans l'assiette, si vous aimez la viande c'est une très bonne adresse ! La fameuse langue de chat de boeuf est un régal à manger, tellement tendre et goûteuse. Coté dessert si vous avez encore faim, vous pourrez achever votre productivité avec des profiterolles xxxl ou autre. Les proportions sont très généreuses!Bref c'est comme à la maison ! Les prix restent corrects.Seul petit bémol : un peu trop bruyant à mon goût
Le Clos Bourguignon|2|4|Voir toutes les photos de Fabrice D. sur Le Clos Bourguignon
Le Clos Bourguignon|2|5|Voir toutes les photos de Jennifer B. sur Le Clos Bourguignon
Le Clos Bourguignon|2|2|Bof, endroit rustique, sans saveur à l'image des plats. Les serveurs avaient l'air débordés.Que s'est-il passé depuis les premiers avis ??
Le Clos Bourguignon|2|2|Voir toutes les photos de Smaïn A. sur Le Clos Bourguignon
Le Clos Bourguignon|2|3|Photo issue du groupe officiel sur Facebook
Le Clos Bourguignon|2|5|Il était relativement tard (22h), et une première brasserie dans le quartier ne m'avait pas inspirée plus que cela.C'est en traversant la rue Caumartin pour rejoindre le boulevard des Capucines que nous sommes passé devant le Clos Bourguignon. Il était plein, les gens avaient l'air souriant, les serveuses atypiques mais énergiques ! et les assiettes pleines de bonnes choses.à peine entrés, une serveuse nous trouve une table dans le fond, à coté de quatre joyeux drilles qui terminaient le repas avec une bouteille offerte par le patron avant d'enchaîner sur café - digeos /cocktails, et un dernier pour la route !Le cadre est la quintessence même de la brasserie parisienne, un décor un peu vieillot, quelques affiches, des miroirs piqués, du brouhaha, un bazar ambiant organisé, des assiettes pleines et vides qui croisent bouteilles et verres.La carte a elle seule illustre l'ensemble, harengs, oeufs mayo, pâté, boeuf - patates, crème brûlée, profiteroles !En ce qui me concerne :Cote de boeuf, vraiment grosse, vraiment délicieuse, vraiment patate - salade, vraiment 17e !Vin rouge qui allait bien mais dont j'ai oublié l'étiquette ...profiteroles il y a profiteroles je prends, profiteroles je reprendrai.Bref, un vrai coup de mon coeur d'amoureux des Brasseries parisiennes, un peu vieille dans le fond et la forme, un peu pas aimable, un peu (...) lourde, un peu tard, un peu, beaucoup, passionnément Paris by night entre théâtre et ballade au milieu des chef d'oeuvres d'Haussmann et la Seine.
Le Clos Bourguignon|2|3|J'ai vu des bons commentaires et décidé de venir car j'étais pas trop loin mais le soup d'oignons m'a déçu. Trop salé et pas assez de fromage.
Le Clos Bourguignon|2|4|J'adore! Définitivement une bonne adresse pour manger des plats de viande, faits maison, avec des bons produits, et pas trop chers. Franchement, dans le quartier (opéra/grands magasins), ça vaut de l'or. Le service est sympa, et l'ambiance très conviviale. Mieux vaut aimer la viande et réserver à l'avance si on est nombreux.Seule chose : c'est un peu gras, mais après, c'est la nature des plats qui veut ça...
Le Clos Bourguignon|2|4|Nous avons déjeuné au Clos bourguignon un samedi de pont du mois de mai. Il n'y avait pas beaucoup de monde, pour ainsi dire personne. La cuisine est traditionnelle et très bonne. Le service est rapide. En revanche, le serveur était un peu pressant. Une bonne adresse à retenir pour le quartier.
L'Ile|3|4|Une superbe expérience! le lieu est juste magnifique dans le parc de l'île Saint-Germain. le personnel est extrêmement gentil et la nourriture délicieuse!Les beaux jours, je vous recommande la terrasse ombragée, très calme et très agréable.Une excellente expérience et un endroit spéciale pour occasion spéciale ;)
L'Ile|3|4|Voir toutes les photos de Florent G. sur L'Ile
L'Ile|3|3|Pavé de veau et polenta
L'Ile|3|5|Voir toutes les photos de Louis D. sur L'Ile
L'Ile|3|4|"Un restaurant dans un cadre champêtre à 500 mètres de Paris.Nous avions réservé le samedi 17 septembre 2016 pour 6 personnes, dont 4 adultes, une grande adolescente et un enfant de 11 ans. Nous avons été conduits à notre table dès notre arrivée et la commande a été prise avec célérité. Les plats, le vin étaient de qualité ainsi que le service malgré le jeune âge des serveurs. Petits points moins positifs : les prix du vin et des plats sont élevés en comparaison à d'autres restaurants de même catégorie. La disparition du service voiturier et des places de parking sont des points négatifs. Il y a un parking ""Vinci"" à 200 m. Nous reviendrons dans ce restaurant.Les plats servis et les vins affichent des prix plus élevés que dans des restaurants de même catégorie à Paris ou en région parisienne sans parler de restaurants de villes de province où l'addition aurait été 15 à 20% moins élevée à qualité égale.La décoration surprenante ""industriallo-moderne"" mais tout à fait confortable. Des tables espacées et des sièges confortables.De jeunes maîtres d'hôtel et serveurs très attentifs et discrets. Excellent service.Les plats sont servis à bonne température, la qualité et la quantité sont respectées. Les plats sont originaux et fort bien préparés.Visité en septembre 2016"
L'Ile|3|4|J'étais la avec mes collègues hier, le cadre est chic est agréable. La nourriture était très fine aussi. Service charmant. Un peu cher. Je reviendrai pour les repas entre collèges sans hésitation.
L'Ile|3|1|SERVICE DETESTABLE: Venant à 21h à 2 pour manger un morceau et boire un verre, nous nous sommes vu refusé une table car nous n'avions pas de réservation.... alors que plus que la moitié du restaurant et de la terrasse était vide (et non réservé).... meme les voituriers n'y croyaient pas et ont été se plaindre à la personne faisant la reception....
L'Ile|3|2|Quel dommage !!!! J'y ai été souvent dans le cadre professionnel et donc parfait ! Mais j'ai voulu y aller deux fois à titre privé et là c'est autre chose.... On ne tient absolument pas compte de vos souhaits de placements, serveur toujours très pressé, si arrivée en avance on vous demande d'attendre dehors etc etc et pourtant le prix est assez élevé ; on se rend également vite compte que les attentions sont ciblées au look, nombre de convives etcQuelle déception car cadre magnifique et je voulais partager cela en famille ou avec amis mais je ne pense pas réitérer une 3ème fois et concernant le job j'ai également signalé et je n'y emmène plus de convives.
L'Ile|3|5|Excellent, super cadre, service pro. La viande était parfaite, telle qu'on ne trouve pas souvent en France. Seuls bémols, les plats sont très traditionnels, peu orignaux, et cela reste un peu cher. Mais bon, on paie le lieu et le service.
L'Ile|3|2|Ce restaurant ne vaut le détour que pour son écrin de verdure aux portes de Paris. Très belle véranda, magnifique terrasse l'été. Si l'endroit est magique, le service lui est largement sous le minimum requis. Le genre d'endroit où on a limite l'impression de déranger. Coté assiette c'est quelconque. Bref un endroit pour prendre le soleil et se balader ensuite dans le parc de l'ile Saint-Germain, mais pour une expérience gastronomique.
Naniwa-Ya|2|4|Les + : une cuisine japonaise simple et assez économique. Le curry y est de qualité. Le personnel est vraiment japonais.Les - : les verres n'étaient pas propres et la décoration est d'une esthétique discutable.
Naniwa-Ya|2|5|Date de l'expérience : juin 2021
Naniwa-Ya|2|3|Poulet frit à la japonaise & magrets de canard sauce soja
Naniwa-Ya|2|2|Bof bofAssez déçue de cette cantine, la qualité et la quantité à baissé, 8,50 pour 4 pauvres petits bouts de sashimi thon ou saumon, service déplorable, pas un seul couvert pour les enfants, j'étais hyper heureuse de faire découvrir les cantines que j'aimais à ma famille, j'ai passé une soirée au final très médiocre
Naniwa-Ya|2|4|Udon boeuf
Naniwa-Ya|2|3|Un vrai problème de service dans ce restaurant Si non on a un avant gout de ce qu'est la nourriture familiale japonaise mais je trouve que c'est cher pour ce que c'est.
Naniwa-Ya|2|4|Un bon restaurant que je recommande fortement, la nourriture est bonne le personnel très accueillant, on peut se servir du thé à volonté et les prix sont raisonnables.Un de mes favoris de la rue saint anne.
Naniwa-Ya|2|3|Dans le quartier, c'est probablement l'un des restaurants de cuisine nippone qui ressemble le plus à ce qu'on peut trouver au Japon.Je ne cache pas mon affection pour cette toute petite échoppe où le service y est sympathique et la cuisine presque authentique.Pour autant, c'est peut-être parce je reviens d'un mois au Japon que je trouve les plats finalement différents, et en premier lieu beaucoup trop salé, ce qui gâche un peu le gout. De plus, je n'ai pas pu finir mes nouilles (soba), y'en avait beaucoup trop dans le bol, c'est dommage car le bouillon était très bon. Le demi donburi au porc pané (katsu) est un peu anecdotique et trop salé...Dans l'ensemble, ça reste une référence de la rue Saint Anne. Il faut également dire qu'il est très très bon marché, bref comme là-bas quoi :)
Naniwa-Ya|2|3|"C'est toujours un peu nul quand tu dis à un copain ""tu vas voir on m'a parlé d'un suuuuuuper japonais"" et qu'à la fin du repas tu dis ""bon je t'offre un verre pour me faire pardonner"".C'est un peu ce qui s'est produit il y a quelques temps quand nous avons débarqué chez Naniwa-Ya. Déjà le restaurant n'était pas complet mais on nous fait patienter dehors, pas fan. Au bout de 5 minutes on récupère une table, je me faufile sur la banquette et me retrouve en threesome avec mes voisins de gauche et droite. Pas génial pour des conservations intimes. Pas génial non plus pour manger avec aisance.Le thé et l'eau sont en libre-service mais du coup il n'y a pas de carafes ou autre. Moi qui boit beaucoup beaucoup c'était un peu casse-pied de dire à mon ami ""hé tu peux lever ton boule, t'emmerder à me donner de l'eau et le refaire toutes les 5 minutes car je suis coincée sur ma banquette ?""La serveuse nous donne la carte et je me choisis le ramen. Les plats arrivent vite, ça a l'air copieux et c'est pas très cher. Comment dire... C'est un peu comme si on m'avait promis un date avec Emmanuel Macron et que Jean-Michel de la compta arrivait à la place... J'ai pas aimé, j'ai mangé la moitié et je suis allée boire des cocktails pour oublier.Malgré tout vu que c'est rempli, et notamment par plein de japonais, je suppose que c'est très bien. Je retenterai ma chance une prochaine fois !"
Naniwa-Ya|2|5|La cantine nippone par excellence. Ici on mange vite et bien ! Ne vous attendez pas à venir entre amis et rester des heures à siroter votre bière après le repas.Le service est très accueillant et très rapide, après avoir commandé son bol de ramen et ses entrés (boulettes fourrées au calamar), on déguste tout ça au comptoir accompagné d'une bonne Sapporo.Le Naniwa-YA est l'une des valeurs sûres et authentiques de la rue Saint-Anne que je vous recommande chaudement!
Le Tournesol|2|4|J'y ai juste bu un verre en terrasse par une fin d'après-midi de dimanche ensoleillé et j'ai trouvé que l'accueil pour Paris a été très agréable - ce qui mérite d'être souligné. Le happy jour est intéressant : le cocktail est à 5euros. La caipirinha était très bonne et bien chargée en alcool (ce qui n'est pas toujours le cas hein...). Il y a une bonne ambiance en général. Je recommande ! :)
Le Tournesol|2|4|Une adresse dans Paris, tout le monde s'y précipite quand un rayon de soleil apparait.Les serveurs sont friendly et dynamiques, attente un peu longue lorsqu'il y'a du monde mais bon on picole au soleil c'est agréable il y'a une grande terrasse.Goûter les assiettes de tapas, bien garnis et bon produits. Les salades sont bonnes aussi.Ambiance : Adresse incontournable des parisiens depuis longtemps, belle terrasse à l'extérieure, et rempli de bobos. On s'y arrête aussi pour boire des bières. Compter 15 euros un plat et 25 euros une bouteille de vin.Un endroit très sympathique lorsqu'il fait chaud dehors, rien de mieux que d'aller boire un verre dans cette jolie terrasse située à côté des théatres.
Le Tournesol|2|2|C'est la terrasse qui m'a attirée. Une fois le nez devant mon assiette, là c'était moins sympa. Le croque-monsieur poilane version tartine ne m'a pas convaincu. Et la sauce de salade toute blanche (version cantine ou self), sur des petites feuilles fatiguées, non plus.Je recommande eventuellement cet endroit aux fumeurs qui ont envie d'une place en terrasse dans le quartier - pour boire un verre, avant de continuer sa route.
Le Tournesol|2|2|La Guinness
Le Tournesol|2|1|Bar en plein 14e proche de la Gare Montparnasse, avec des pintes a plus de 9euros (hors Stella à 5,50euros) : voilà le décor planté.Le service est ultra désagréable, pas du tout dans l'air de la proximité avec le client. Avec une note de 350euros pas un geste commercial et quand un mojito arrive mal servi, pas d'effort pour refaire le cocktail.Les tapas et autres planches ne valent pas le coup surtout à plus de 18euros chacune. Mis à part la terrasse énorme extérieure, ce bar fut une trop belle déception. On passera sa route et on ira voir ailleurs dans le quartier pour ma part.
Le Tournesol|2|3|En plein milieu de la rue de la Gaité, venez au Café Tournesol pour une bière, une omelette, ou bien une planche de fromage - charcut' qui vous fait apprécier la bonne bouffe française. Un bar sympa dans un quartier très agréable, ça fait bon mélange.Dommage que la pression soit si chère, même pour Paris... (10euros en soir de semaine)
Le Tournesol|2|1|J'y allais depuis souvent habitant dans le quartier. Bon emplacement et bon cadre mais le service est devenu extrêmement désagréable. Dommage.
Le Tournesol|2|2|Le vrai point positif est la terrasse plutôt agréable en été et la déco intérieure plutôt marrante. La carte des boissons comprend les cocktails classiques qui sont souvent mal exécutés. les vins ne sont pas non plus très intéressants. En plus c'est souvent bondé et bruyant. Bref pragmatique, j'y retourne de temps en temps compte tenu de l'emplacement.
Le Tournesol|2|1|"Je donne une étoile pour l'ambiance et la déco qui sont vraiment sympa. En revanche, les prix sont chers pour un service et une qualité vraiment médiocres. Le serveur a passé la soirée à osciller entre énervement prononcé et fausse gentillesse, le tout surmonter d'une irritabilité à fleur de peau ... charmant personnage.L'assiette de tapas que nous avons prise coûtait 15euros et elle était minuscule : deux tranches de jambon qui se battaient en duel avec l'equivalent d'une cuillère à soupe de guacamole, deux parts d'une pseudo tortilla immangeable et quelques patates bravas...D'ailleurs deux jours après, des amis m'ont dit qu'ils avaient mangé une assiette de tapas chers et immondes dans le quartier et devinez quoi ... c'était ici aussi.Et quand nous avons demandé à ce qu'une bouteille de 50cl de bière soit servie avec deux verres, le serveur nous a répondu ""Nan, ça marche pas comme ça ici : une conso une personne."" ... Et si on ne prend qu'un seul verre, tu vas nous interdire de boire tous les deux dedans aussi pendant qu'on y est ??"
Le Tournesol|2|4|inside
Jantchi|2|5|Raviolis frits
Jantchi|2|4|Date de l'expérience : juin 2020
Jantchi|2|3|"On a essayé ce restaurant en passant par hasard.Plats commandés : Poulet frit, fruits de mer avec légumes, et bulgogi porc.Les plats étaient globalement salés pour nous. Très généreux en quantité. Même nous qui sommes de gros mangeurs on avait du mal à finir. Poulet frit tendre mais salé.Je n'ai personnellement pas aimé le plat de fruit de mer aux légumes. La sauce est épaisse et écoeurante à mon goût. On était déçus de voir qu'il n'y avait pas beaucoup de choix de barbecue coréen.Le service est extrêmement rapide et efficace. Cependant la plupart des serveurs ne sourient pas et n'ont pas l'air aimable, ni de bien écouter ce que l'on veut.""Pas le droit"" d'y aller avec des personnes qui choisissent des entrées et des plats dans la même table, parce que c'est soit entrée et plat pour tout le monde, soit que entrée soit que plat. Apparemment ""c'est compliqué en cuisine"". CB à partir de 20euros. Les plats sont à moins de 20euros."
Jantchi|2|4|Une très bonne cantine coréenne devant laquelle il y a la queue à l'heure du déjeuner. Quelques minutes d'attente et on vous assigne une table dans une salle digne des brasseries les plus agitées de Paris. Service rapide et plats simples mais bon. Les habituels soupe et chou blanc pour démarrer suivis au hasard d'un délicieux bibimbap encore frétillant dans l'assiette ou de pâtes gluantes caramélisées absolument délicieuses.Rapidité et simplicité on n'en demande pas plus pour un déjeuner!
Jantchi|2|5|En savoir plus
Jantchi|2|4|J'ai mangé ici un midi en semaine assez rapidement, je n'aurais donc pas un avis très développé! Prévoir un peu de queue, prix abordable, service très rapide et plats assez bons !Bon rapport qualité/prix.
Jantchi|2|5|Bibimbap et ses accompagnements ^-^
Jantchi|2|4|Sur recommandation d'une amie, nous sommes allés à Jantchi pour y gouter de délicieux plats Coréens. L'intérieur est reposant, mention spéciale aux emplacements de fond avec la verrière bien qu'elle soit un peu sale. La restaurant propose des plats végétarien ou à base de viande. J'ai commandé des ravioles en entrée et un bibimbap, plat très populaire en Corée. Je passerais sur les ravioles qui etaient tres bon mais qui n'a rien d'exceptionnel. Le bibimbap, plat à base de riz, épinard, soja, sésame etc. était juste excellent, de même pour la quantité qui était largement suffisante ! Tout ca pour un menu à 12.40.Le seul bémol est l'attente. Il pleuvait localement et le gérant nous a fait attendre dehors.
Jantchi|2|4|Menu D
Jantchi|2|4|The glacé au gingembre
Gusto Italia|2|5|De superbe pizzeria à l'italienne, une bonnes pâtes et du bon pain. Un très bon service. Les pizzas sont succulentes, grandes et parfaites, et avec du bon fromage.
Gusto Italia|2|4|Les + :+ Pizzas généreuses de qualité+ Décoration originale+ Adresse plutôt connueLes - :- Responsable un brin désagréable lorsque nous avons indiqué ne pas souhaiter de desserts.- Peu de places.
Gusto Italia|2|4|Comptoir traiteur
Gusto Italia|2|2|Très banal. Une pizza chipolina sans grande saveur avec un base très quelconque Peu de (vrai) vin italien
Gusto Italia|2|3|Un bon restaurant à la mode italienne. Un service agréable et sincère, non pédant. De bons produits bien travaillés et des prix acceptables pour l'arrondissement. Essayez quelques spécialités : carpaccio de poissons ou boulettes de veau à la sicilienne ! Le patron est un poil familier, cela rajoute à l'ambiance. On y sent beaucoup d'habitués, ce qui est gage de qualitéPoint de retrait le local est petit, d'où l'annexe juste en face ;-)En bref et en conclusion : vous pouvez vous y restaurer de manière agréable avec des portions carrément taillés pour des affamés. Donc pourquoi s'en priver
Gusto Italia|2|1|Pizzas sans goût. Nero d'avola médiocre. Il paraît que la nourriture traiteur est bonne... Mais je ne paierai pas une vingtaine d'euros pour aller vérifier !
Gusto Italia|2|2|traiteur-resto-pizzeria italien, j'y ai mangé une pizza qui aurait dû être à la mozzarella de buflonne, mais il y avait à sa place de la ricotta, qui n'est pas vraiment la même chose.... personne nous a prévenu de la rupture de stock, on aurait pu choisir différemment et n'être pas déçus. En somme, la qualité pizza était moyenne, à essayer si vous êtes dans le coin, mais ne traversez pas la ville pour y aller.
Gusto Italia|2|1|ACCEUIL DÉTESTABLE. À fuir ! Nous étions de simples touristes, le responsable nous a fait passer pour des idiots devant tous le monde alors que nous étions juste curieux... Dommage, c'est mauvaise publicité pour ce lieux pourtant bien noté..
Gusto Italia|2|5|Magnifiques et délicieuses pizza! On avait envie d'une pizza dimanche soir et on a pris à l'emporter comme c'est à coté de chez nous. Un vrai régal! Je sais où je commanderai mes pizza dorénavant :) les produits sont frais et de qualité! On se réjouit de la prochaine soirée pizza!
Gusto Italia|2|4|Tres sympathique. Bon acceuil. Tres bonne et presque trop grande pizza. Je vous conseil la chipolina.A emporter aussi. a faire plutot qu'un pizza hut.
La Fourmi Ailée|2|4|Une adresse vraiment charmante ! La carte n'est pas très fournie, ce qui est une qualité pour moi... En effet, tout ici est fait maison ! C'est bon, c'est plutôt équilibré, et se retrouver dans cette ancienne librairie pour dîner ou prendre un thé apporte une touche en plus à ce moment.Si vous êtes un petit groupe, pensez à demander la mezzanine, c'est aussi très sympa !Et enfin, le moment idéal pour découvrir cet endroit : un après-midi d'hiver pluvieux et froid.. C'est à ce moment qu'il faut aller chez la Fourmi pour prendre un thé au milieu des livres avec un petit feu de cheminée en arrière plan.
La Fourmi Ailée|2|2|La deco est sympathique. Mon amie et moi avons pris 2 thés différents et nous avons été déçues du peu de goût du thé et de la taille de la théière par rapport au prix. Il y a très peu de choix en patisseries et les prix sont excessifs.
La Fourmi Ailée|2|3|Petit resto tout mignon avec sa devanture bleue, ses étagères de livres, les citations peintes sur les murs, une mezzanine.La carte est assez variée pour des prix corrects entre 10-25euros: grosses salades qui sont assez originales, spécialités niçoises, plats de viande, demi canard, quiches, pâtes...N'ayant pas très faim, j'ai opté pour la salade caesar très fournie. Les desserts avaient l'air très bons et généreux également.La carte de vin est assez diversifiée aussi.Le service était agréable. Le serveur nous a laissé discuter une heure après la fin des plats alors que personne n'avait pris de dessert. Une bonne adresse qualité/quantité/prix surtout dans un quartier rempli d'attrape-touristes.
La Fourmi Ailée|2|4|Une déco originale, une ambiance à la cool le dimanche midi.Visiblement le service est moins lent que dans les commentaires précédents.Les quiches sont bonnes et copieuses.Dans les desserts, la tarte au citron est bonne mais un peu trop copieuse.Sympa pour un dej. Ou le tea-Time entre amis.
La Fourmi Ailée|2|3|"J'y suis allé en groupe (nous étions neuf). La serveuse nous a proposé de nous asseoir sur deux jeux de banquettes. Sauf que ces banquettes sont faites pour deux personnes. Du coup une personne de notre groupe était mal assise. Franchement la serveuse aurait pu faire un effort pour mieux nous installer. Bref.Le lieu est surprenant. Avec son haut plafond et ses bouquins inatteignables (sauf si vous êtes Spiderman). Le menu est sympa, écrit sur du papier journal. Les prix sont assez élevés. La carte bleue n'est acceptée qu'à partir de...17 euros! Carrément.Pas de spéculus avec les cafés. J'ai pris un chocolat chaud viennois. La présentation est belle, dans un grand verre style chocolat froid. Le goût l'est moins. Un chocolat de bistrot en poudre sans grand intérêt.Si je repasse dans le coin et que j'ai du liquide sur moi je tenterai ""l'appelstrudel aux cèpes"" (8 euros quand même)."
La Fourmi Ailée|2|3|Je m'étais arrêtée devant ce salon de thé totalement par hasard quand je me promenais dans le quartier et je m'étais promis d'y revenir .... ce que j'ai fait, mais avec beaucoup de deception.Le cadre est magnifique, les peintures au plafond, les bibliothèques de lires qui couvrent les murs et les colonnes rendent la salle originale et vraiment accueillante, on sy sent bien, on s'enfonce dans la banquette, et on a pas envie d'en sortir. Pour le thé c'est parfait, je n'ai pas goûté le restaurant par contre.Le seul bémol reste la nourriture, le thé était bon, le petit gateau aussi, mais ce n'est pas de la grande cuisine, et ça reste un peu cher pour la qualité. J'ai aussi été très déçue de l'accueil au moment où j'y suis allée, on a mis beaucoup de temps à s'occuper de nous, des gens installés sont même partis parce qu'on ne leur avait pas donné de carte ! Niveau politesse donc, on repassera. Parfait pour une petite pause thé/chocolat chaud/gateau, mais sans en attendre la qualité d'un vrai salon de thé.
La Fourmi Ailée|2|5|La bibliothèque du café
La Fourmi Ailée|2|3|J'ai grandi à deux portes de la Fourmi Ailée et c'est fou et doux de voir que les lieux de l'enfance sont toujours là, emblème d'une stabilité souvent illusoire, surtout dans une capitale. Pas très grand, souvent plein, on y mange et on y lit. Salé ou sucré, c'est vrai c'est très savoureux. J'adore ces murs couverts de livres et cette grande fenêtre qui donne sur la plus petite rue de Paris : rue du Fouarre! Et oui... C'est aussi à deux pas du Square René Viviani où se tient tant bien que mal le plus vieil arbre de Paris et puis la Cathédrale de Notre-Dame d'un coup ne semble plus appartenir au Paris touristique. Tout redevient un village. Y a vraiment des choses qui durent dans le 5e!A part ça, je vais râler à cause du service : parfois ils nous rudoient, ne nous placent pas comme on voudrait, nous stressent. Faut pas stresser les gens dans un lieu pareil, même si c'est le coup de feu! Pratique, la station de vélib juste à la porte.
La Fourmi Ailée|2|1|"20 minutes d'attente dans le froid ( dans le restaurant) pour qu'on s'intéresse enfin a nous.chacun a une envie différente mais la moitié de la carte n'est pas disponible ... soit.on demande a changer de place car trop froid.on nous apporte du pain "" maison"" qui sort de chez leader pricenous étions 5 et nous avons tous pris un plats differents, mais nous sommes tous d'accord pour dire que c'était mediocre, extrêmement gras dans mon cas.Les desserts était just minables du niveau cantine de collège ... grave pour un salon de thé aussi bien placé.quand on dit que la tarte au citron est trop acide on nous répond que c'est normal, c'est du citron...ça fait 10 ans que je connais cet endroit a chaque fois je passe sur l'accueil déplorable mais cette fois ce diner signera la dernière fois ou j'y met les pieds.un resto attrape touriste de plus a Paris.HA et pour finir ma compagne et moi avons été malade toute la nuit ... merci La fourmi"
La Fourmi Ailée|2|3|Cadre très agréable. Le menu était bon mais ne pas s'attendre à une cuisine raffinée et légère. On est plus dans la bonne franquette et le la cuisine populaire que dans un gastronomique. Ambiance très sympa.
Le Mary Céleste|2|5|Un cadre sympa. Excellent accueil, service de qualité. Cocktails très originaux et délicieux...au moins il y a de l'alcool .Très bonne ambiance, bonne musique.Les plats sont extraordinaires.A tester sans hésitation...adresse à partager
Le Mary Céleste|2|4|California Dream (abricot, citron vert - et de l'alcool of course)
Le Mary Céleste|2|4|California dream
Le Mary Céleste|2|1|"Mais quelle usine !Cet endroit est tout simplement une caricature du repaire à bobos du marais. D'abord c'est exigu, même en plein été avec les vites ouvertes, vous êtes sûr de passer le dîner coincé entre deux couples. Pour ma part presque forcée d'écouter les conversations des autres tant l'intimité est réduite à néant. Quoi que, y'a la musique à fond aussi. Pour la tranquillité on repassera.Ensuite, on vous saute immédiatement dessus pour savoir ce que vous voulez commander. Le service sera expéditif - 1h top chrono où les plats s'enchaînent, et on vous fait comprendre que d'autres attendent la place derrière - et attention, je n'ai jamais vu un Resto se faire une marge aussi importante, en tout cas sur ce type de standing. Lorsque nos cocktails à 12 euros arrivent sur la table, surprise : L'un des deux, sous prétexte de s'appeler English Breakfast, est servi dans une tasse de thé de la taille de celles qui me servaient à jouer à la dînette autrefois.Et pourtant je suis du genre à préférer la qualité que la quantité mais là j'avais envie de rire jaune. En trois gorgées c'était réglé.Les petites bouchées, ou ""tapas"" sont toutes très bonnes, mais là encore les portions sont ridicules, et pour le ""travail"" et les produits dans vos assiettes, les prix sont vraiment élevés.Encore un bémol sur le service. La serveuse a débarrassé mon verre avant même que je l'ai terminé. Je ne l'ai pas vu faire sur le coup et quand elle est revenue, je lui ai quand même signalé qu'il me restait ¼ de ma boisson. Ce à quoi elle m'a répondu par un ""Ah..."" Apparement ""Pardon"" connaît pas. Amis Yelpers, fuyez, Paris regorge d'endroits charmants ou l'on mange super bien et pour un prix correct."
Le Mary Céleste|2|4|El Curado // avec son verre givré au sel fumé
Le Mary Céleste|2|4|Cocktail purée d'abricot et je ne sais plus quoi
Le Mary Céleste|2|4|Les huîtres sont très bonnes, fraîches. Le choux et les haricots sont très bons, des saveurs très équilibrées avec juste ce qu'il faut de croquant.Malheureusement certaines autres petits plats étaient trop salés comme les oeufs ou très épicés comme le kale du poulpe ou trop (beaucoup trop) épicés comme le tartare.
Le Mary Céleste|2|3|Choux fleur / noisettes / sauce nuoc nam
Le Mary Céleste|2|3|Voir toutes les photos de Tiphaine P. sur Le Mary Céleste
Le Mary Céleste|2|3|Salade cerise féta
Le Petit Pontoise|3|5|Voir toutes les photos de Fred S. sur Le Petit Pontoise
Le Petit Pontoise|3|5|En savoir plus
Le Petit Pontoise|3|4|En savoir plus
Le Petit Pontoise|3|5|En savoir plus
Le Petit Pontoise|3|3|En savoir plus
Le Petit Pontoise|3|5|excellent restaurantNous avons vraiment passé un très bon moment dans cet excellent restaurant. Nous avons commencé par leur camembert rôti au miel et aux amandes grillées en entrée pour ma femme, ravioles du dauphiné pour moi, et nous savions d'emblée que le repas était bien parti! Pour le plat, deux assiettes de rognons de veaux grillés avec assortiment de légumes, ce fut un vrai délice. Mais mon meilleur souvenir du repas reste le dessert : la meilleure tarte tatin que j'ai mangé jusque-là! Certes l'addition était élevée (50 euros par personne sans le vin) mais la cuisine était excellente, et le service agréable. Un très bon souvenir!
Le Petit Pontoise|3|2|En savoir plus
Le Petit Pontoise|3|5|Très belle petite adresse dans le 5eme à Paris ! Pour tous ceux qui aiment la cuisine traditionnelle dans une ambiance de vieux resto d'après-guerre :Ne pas passer à côté de la poëlée de girolles, des rognons de veau à l'ancienne ou du parmentier de canard ! Un vrai régal ! Seule petite ombre au tableau : les prix un peu élevés mais bon quand on aime on ne compte pas !
Le Petit Pontoise|3|4|Sans doute, mon restaurant prefere a Paris! Les prix sont un peu eleves mais la qualite des plats les justifie! Je vous recommande le bar a la vanille qui est un delice! De meme que la tarte tatin avec son caramel beurre sale, miam!
Le Petit Pontoise|3|5|Bon c'est le resto d'un couple d'amis à moi!Donc au delà de la qualité du service, de la carte et du vin...je me permet de faire un peu de pub!Si vous aimez les plats français bien raffinés, dans une ambiance de bistrot typiquement parisien allez y!Restaurant avec carte franco et anglophone!Recommandé par le guide du routard!Et juste à côté le même restaurant spécialisé dans les fruits de mer!Christine et Karim seront ravis de vous recevoir!
Les Marronniers|2|5|"Ma ""cantine"" préférée dans le quartier.Pas de ""formule midi"" mais des plats du jour excellents et sans cesse renouvelés (avec généralement une option poisson/viande et une option végétarienne). Pour les gourmands, ne passez pas à côté du dessert du jour, généralement à vous damner tellement c'est bon !A la carte on trouve aussi son compte, avec salades, tartines, et plats de brasseries plus traditionnels mais toujours bien exécutés.Le service est généralement très sympathique et prévenant.Préférez la salle à l'étage, plus calme que le RDC. La terrasse n'est pas désagréable non plus mais elle n'est malheureusement que peu ensoleillée... Peu importe, on se rattrape dans l'assiette !J'adore cette adresse, je la recommande sans réserves !"
Les Marronniers|2|5|3ème fois aux Marronniers. Cela va devenir une de mes cantines préférées. Serveurs sympas. Terrasse agréable. Et une très bonne carte à prix raisonnables pour faire de bons repas.Seul le choix de bière est limité, mais ça c'est partout.
